year,make,model,trim,body,market,engine_oil_drain_plug,engine_oil_filter,manual_trans_drain_plug,manual_trans_fill_plug,automatic_trans_drain_plug,automatic_trans_pan_bolts,cvt_drain_plug,cvt_pan_bolts,front_diff_drain_plug,front_diff_fill_plug,rear_diff_drain_plug,rear_diff_fill_plug,transfer_case_or_center_diff_drain_plug,transfer_case_or_center_diff_fill_plug,spark_plugs,wheel_lug_nuts,brake_caliper_bracket_bolts,brake_caliper_slide_pins,brake_bleeder_screws,battery_terminal_clamp,notes,source_1,source_2,confidence
1978,Subaru,BRAT,Base (US),,USDM,with crush washer: 44 N·m / 32 ft-lb,capacity: 14 N·m / 10 ft-lb,with crush washer: 44 N·m / 32 ft-lb,with crush washer: 44 N·m / 32 ft-lb,,,,,,,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,,,capacity: 21 N·m / 15 ft-lb,capacity: 100 N·m / 74 ft-lb,,,capacity: 8.0 N·m / 5.9 ft-lb,capacity: 6.0 N·m / 4.4 ft-lb,; Front diff shared sump (MT),Subaru Service Manual,,medium
1997,Subaru,Legacy,GT (US),,USDM,with crush washer: 44 N·m / 32 ft-lb,capacity: 14 N·m / 10 ft-lb,,,with crush washer: 25 N·m / 18 ft-lb,steel pan: 5.0 N·m / 3.7 ft-lb,,,with crush washer: 44 N·m / 32 ft-lb,with crush washer: 44 N·m / 32 ft-lb,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,,,capacity: 21 N·m / 15 ft-lb,capacity: 100 N·m / 74 ft-lb,,,capacity: 8.0 N·m / 5.9 ft-lb,capacity: 6.0 N·m / 4.4 ft-lb,,Subaru Service Manual,,medium
1997,Subaru,Legacy,GT-B (JDM),Wagon,JDM,with crush washer: 44 N·m / 32 ft-lb,capacity: 14 N·m / 10 ft-lb,,,with crush washer: 25 N·m / 18 ft-lb,steel pan: 5.0 N·m / 3.7 ft-lb,,,with crush washer: 44 N·m / 32 ft-lb,with crush washer: 44 N·m / 32 ft-lb,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,,,capacity: 21 N·m / 15 ft-lb,capacity: 100 N·m / 74 ft-lb,,,capacity: 8.0 N·m / 5.9 ft-lb,capacity: 6.0 N·m / 4.4 ft-lb,,Subaru Service Manual,,medium
1997,Subaru,Legacy,GT-B Limited (JDM),Wagon,JDM,with crush washer: 44 N·m / 32 ft-lb,capacity: 14 N·m / 10 ft-lb,,,with crush washer: 25 N·m / 18 ft-lb,steel pan: 5.0 N·m / 3.7 ft-lb,,,with crush washer: 44 N·m / 32 ft-lb,with crush washer: 44 N·m / 32 ft-lb,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,,,capacity: 21 N·m / 15 ft-lb,capacity: 100 N·m / 74 ft-lb,,,capacity: 8.0 N·m / 5.9 ft-lb,capacity: 6.0 N·m / 4.4 ft-lb,,Subaru Service Manual,,medium
1997,Subaru,Legacy,Outback Limited (US),,USDM,with crush washer: 44 N·m / 32 ft-lb,capacity: 14 N·m / 10 ft-lb,,,with crush washer: 25 N·m / 18 ft-lb,steel pan: 5.0 N·m / 3.7 ft-lb,,,with crush washer: 44 N·m / 32 ft-lb,with crush washer: 44 N·m / 32 ft-lb,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,,,capacity: 21 N·m / 15 ft-lb,capacity: 100 N·m / 74 ft-lb,,,capacity: 8.0 N·m / 5.9 ft-lb,capacity: 6.0 N·m / 4.4 ft-lb,,Subaru Service Manual,,medium
1997,Subaru,Legacy,TS (JDM),Sedan,JDM,with crush washer: 44 N·m / 32 ft-lb,capacity: 14 N·m / 10 ft-lb,,,with crush washer: 25 N·m / 18 ft-lb,steel pan: 5.0 N·m / 3.7 ft-lb,,,with crush washer: 44 N·m / 32 ft-lb,with crush washer: 44 N·m / 32 ft-lb,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,,,capacity: 21 N·m / 15 ft-lb,capacity: 100 N·m / 74 ft-lb,,,capacity: 8.0 N·m / 5.9 ft-lb,capacity: 6.0 N·m / 4.4 ft-lb,,Subaru Service Manual,,medium
1997,Subaru,Legacy,TS-R (JDM),Sedan,JDM,with crush washer: 44 N·m / 32 ft-lb,capacity: 14 N·m / 10 ft-lb,,,with crush washer: 25 N·m / 18 ft-lb,steel pan: 5.0 N·m / 3.7 ft-lb,,,with crush washer: 44 N·m / 32 ft-lb,with crush washer: 44 N·m / 32 ft-lb,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,,,capacity: 21 N·m / 15 ft-lb,capacity: 100 N·m / 74 ft-lb,,,capacity: 8.0 N·m / 5.9 ft-lb,capacity: 6.0 N·m / 4.4 ft-lb,,Subaru Service Manual,,medium
1997,Subaru,Legacy Lancaster,6 (JDM),Wagon,JDM,with crush washer: 44 N·m / 32 ft-lb,capacity: 14 N·m / 10 ft-lb,,,with crush washer: 25 N·m / 18 ft-lb,steel pan: 5.0 N·m / 3.7 ft-lb,,,with crush washer: 44 N·m / 32 ft-lb,with crush washer: 44 N·m / 32 ft-lb,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,,,capacity: 21 N·m / 15 ft-lb,capacity: 100 N·m / 74 ft-lb,,,capacity: 8.0 N·m / 5.9 ft-lb,capacity: 6.0 N·m / 4.4 ft-lb,,Subaru Service Manual,,medium
1997,Subaru,Legacy Lancaster,S (JDM),Wagon,JDM,with crush washer: 44 N·m / 32 ft-lb,capacity: 14 N·m / 10 ft-lb,,,with crush washer: 25 N·m / 18 ft-lb,steel pan: 5.0 N·m / 3.7 ft-lb,,,with crush washer: 44 N·m / 32 ft-lb,with crush washer: 44 N·m / 32 ft-lb,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,,,capacity: 21 N·m / 15 ft-lb,capacity: 100 N·m / 74 ft-lb,,,capacity: 8.0 N·m / 5.9 ft-lb,capacity: 6.0 N·m / 4.4 ft-lb,,Subaru Service Manual,,medium
1997,Subaru,Sambar,Dias (JDM),Van,JDM,with crush washer: 44 N·m / 32 ft-lb,capacity: 14 N·m / 10 ft-lb,,,with crush washer: 25 N·m / 18 ft-lb,steel pan: 5.0 N·m / 3.7 ft-lb,,,with crush washer: 44 N·m / 32 ft-lb,with crush washer: 44 N·m / 32 ft-lb,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,,,capacity: 21 N·m / 15 ft-lb,capacity: 100 N·m / 74 ft-lb,,,capacity: 8.0 N·m / 5.9 ft-lb,capacity: 6.0 N·m / 4.4 ft-lb,,Subaru Service Manual,,medium
1997,Subaru,Sambar,Dias SC (JDM),Van,JDM,with crush washer: 44 N·m / 32 ft-lb,capacity: 14 N·m / 10 ft-lb,,,with crush washer: 25 N·m / 18 ft-lb,steel pan: 5.0 N·m / 3.7 ft-lb,,,with crush washer: 44 N·m / 32 ft-lb,with crush washer: 44 N·m / 32 ft-lb,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,,,capacity: 21 N·m / 15 ft-lb,capacity: 100 N·m / 74 ft-lb,,,capacity: 8.0 N·m / 5.9 ft-lb,capacity: 6.0 N·m / 4.4 ft-lb,,Subaru Service Manual,,medium
1997,Subaru,Sambar,Truck (JDM),Truck,JDM,with crush washer: 44 N·m / 32 ft-lb,capacity: 14 N·m / 10 ft-lb,,,with crush washer: 25 N·m / 18 ft-lb,steel pan: 5.0 N·m / 3.7 ft-lb,,,with crush washer: 44 N·m / 32 ft-lb,with crush washer: 44 N·m / 32 ft-lb,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,,,capacity: 21 N·m / 15 ft-lb,capacity: 100 N·m / 74 ft-lb,,,capacity: 8.0 N·m / 5.9 ft-lb,capacity: 6.0 N·m / 4.4 ft-lb,,Subaru Service Manual,,medium
1997,Subaru,Sambar,Truck 4WD (JDM),Truck,JDM,with crush washer: 44 N·m / 32 ft-lb,capacity: 14 N·m / 10 ft-lb,,,with crush washer: 25 N·m / 18 ft-lb,steel pan: 5.0 N·m / 3.7 ft-lb,,,with crush washer: 44 N·m / 32 ft-lb,with crush washer: 44 N·m / 32 ft-lb,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,,,capacity: 21 N·m / 15 ft-lb,capacity: 100 N·m / 74 ft-lb,,,capacity: 8.0 N·m / 5.9 ft-lb,capacity: 6.0 N·m / 4.4 ft-lb,,Subaru Service Manual,,medium
1997,Subaru,Sambar,Van (JDM),Van,JDM,with crush washer: 44 N·m / 32 ft-lb,capacity: 14 N·m / 10 ft-lb,,,with crush washer: 25 N·m / 18 ft-lb,steel pan: 5.0 N·m / 3.7 ft-lb,,,with crush washer: 44 N·m / 32 ft-lb,with crush washer: 44 N·m / 32 ft-lb,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,,,capacity: 21 N·m / 15 ft-lb,capacity: 100 N·m / 74 ft-lb,,,capacity: 8.0 N·m / 5.9 ft-lb,capacity: 6.0 N·m / 4.4 ft-lb,,Subaru Service Manual,,medium
1997,Subaru,Sambar,Van 4WD (JDM),Van,JDM,with crush washer: 44 N·m / 32 ft-lb,capacity: 14 N·m / 10 ft-lb,,,with crush washer: 25 N·m / 18 ft-lb,steel pan: 5.0 N·m / 3.7 ft-lb,,,with crush washer: 44 N·m / 32 ft-lb,with crush washer: 44 N·m / 32 ft-lb,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,,,capacity: 21 N·m / 15 ft-lb,capacity: 100 N·m / 74 ft-lb,,,capacity: 8.0 N·m / 5.9 ft-lb,capacity: 6.0 N·m / 4.4 ft-lb,,Subaru Service Manual,,medium
1997,Subaru,Sambar,Van SC (JDM),Van,JDM,with crush washer: 44 N·m / 32 ft-lb,capacity: 14 N·m / 10 ft-lb,,,with crush washer: 25 N·m / 18 ft-lb,steel pan: 5.0 N·m / 3.7 ft-lb,,,with crush washer: 44 N·m / 32 ft-lb,with crush washer: 44 N·m / 32 ft-lb,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,,,capacity: 21 N·m / 15 ft-lb,capacity: 100 N·m / 74 ft-lb,,,capacity: 8.0 N·m / 5.9 ft-lb,capacity: 6.0 N·m / 4.4 ft-lb,,Subaru Service Manual,,medium
1997,Subaru,Vivio,Bistro (JDM),Hatchback,JDM,with crush washer: 44 N·m / 32 ft-lb,capacity: 14 N·m / 10 ft-lb,,,with crush washer: 25 N·m / 18 ft-lb,steel pan: 5.0 N·m / 3.7 ft-lb,,,with crush washer: 44 N·m / 32 ft-lb,with crush washer: 44 N·m / 32 ft-lb,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,,,capacity: 21 N·m / 15 ft-lb,capacity: 100 N·m / 74 ft-lb,,,capacity: 8.0 N·m / 5.9 ft-lb,capacity: 6.0 N·m / 4.4 ft-lb,,Subaru Service Manual,,medium
1997,Subaru,Vivio,GX-R (JDM),Hatchback,JDM,with crush washer: 44 N·m / 32 ft-lb,capacity: 14 N·m / 10 ft-lb,,,with crush washer: 25 N·m / 18 ft-lb,steel pan: 5.0 N·m / 3.7 ft-lb,,,with crush washer: 44 N·m / 32 ft-lb,with crush washer: 44 N·m / 32 ft-lb,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,,,capacity: 21 N·m / 15 ft-lb,capacity: 100 N·m / 74 ft-lb,,,capacity: 8.0 N·m / 5.9 ft-lb,capacity: 6.0 N·m / 4.4 ft-lb,,Subaru Service Manual,,medium
1997,Subaru,Vivio,RX-R (JDM),Hatchback,JDM,with crush washer: 44 N·m / 32 ft-lb,capacity: 14 N·m / 10 ft-lb,,,with crush washer: 25 N·m / 18 ft-lb,steel pan: 5.0 N·m / 3.7 ft-lb,,,with crush washer: 44 N·m / 32 ft-lb,with crush washer: 44 N·m / 32 ft-lb,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,,,capacity: 21 N·m / 15 ft-lb,capacity: 100 N·m / 74 ft-lb,,,capacity: 8.0 N·m / 5.9 ft-lb,capacity: 6.0 N·m / 4.4 ft-lb,,Subaru Service Manual,,medium
1997,Subaru,Vivio,RX-RA (JDM),Hatchback,JDM,with crush washer: 44 N·m / 32 ft-lb,capacity: 14 N·m / 10 ft-lb,,,with crush washer: 25 N·m / 18 ft-lb,steel pan: 5.0 N·m / 3.7 ft-lb,,,with crush washer: 44 N·m / 32 ft-lb,with crush washer: 44 N·m / 32 ft-lb,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,,,capacity: 21 N·m / 15 ft-lb,capacity: 100 N·m / 74 ft-lb,,,capacity: 8.0 N·m / 5.9 ft-lb,capacity: 6.0 N·m / 4.4 ft-lb,,Subaru Service Manual,,medium
1997,Subaru,Vivio,T-Top (JDM),Targa,JDM,with crush washer: 44 N·m / 32 ft-lb,capacity: 14 N·m / 10 ft-lb,,,with crush washer: 25 N·m / 18 ft-lb,steel pan: 5.0 N·m / 3.7 ft-lb,,,with crush washer: 44 N·m / 32 ft-lb,with crush washer: 44 N·m / 32 ft-lb,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,,,capacity: 21 N·m / 15 ft-lb,capacity: 100 N·m / 74 ft-lb,,,capacity: 8.0 N·m / 5.9 ft-lb,capacity: 6.0 N·m / 4.4 ft-lb,,Subaru Service Manual,,medium
1997,Subaru,Vivio,ef (JDM),Hatchback,JDM,with crush washer: 44 N·m / 32 ft-lb,capacity: 14 N·m / 10 ft-lb,,,with crush washer: 25 N·m / 18 ft-lb,steel pan: 5.0 N·m / 3.7 ft-lb,,,with crush washer: 44 N·m / 32 ft-lb,with crush washer: 44 N·m / 32 ft-lb,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,,,capacity: 21 N·m / 15 ft-lb,capacity: 100 N·m / 74 ft-lb,,,capacity: 8.0 N·m / 5.9 ft-lb,capacity: 6.0 N·m / 4.4 ft-lb,,Subaru Service Manual,,medium
1997,Subaru,Vivio,ef 4WD (JDM),Hatchback,JDM,with crush washer: 44 N·m / 32 ft-lb,capacity: 14 N·m / 10 ft-lb,,,with crush washer: 25 N·m / 18 ft-lb,steel pan: 5.0 N·m / 3.7 ft-lb,,,with crush washer: 44 N·m / 32 ft-lb,with crush washer: 44 N·m / 32 ft-lb,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,,,capacity: 21 N·m / 15 ft-lb,capacity: 100 N·m / 74 ft-lb,,,capacity: 8.0 N·m / 5.9 ft-lb,capacity: 6.0 N·m / 4.4 ft-lb,,Subaru Service Manual,,medium
1998,Subaru,Forester,C/tb (JDM),SUV,JDM,with crush washer: 44 N·m / 32 ft-lb,capacity: 14 N·m / 10 ft-lb,,,with crush washer: 25 N·m / 18 ft-lb,steel pan: 5.0 N·m / 3.7 ft-lb,,,with crush washer: 44 N·m / 32 ft-lb,with crush washer: 44 N·m / 32 ft-lb,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,,,capacity: 21 N·m / 15 ft-lb,capacity: 100 N·m / 74 ft-lb,,,capacity: 8.0 N·m / 5.9 ft-lb,capacity: 6.0 N·m / 4.4 ft-lb,,Subaru Service Manual,,medium
1998,Subaru,Forester,L (US),,USDM,with crush washer: 44 N·m / 32 ft-lb,capacity: 14 N·m / 10 ft-lb,,,with crush washer: 25 N·m / 18 ft-lb,steel pan: 5.0 N·m / 3.7 ft-lb,,,with crush washer: 44 N·m / 32 ft-lb,with crush washer: 44 N·m / 32 ft-lb,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,,,capacity: 21 N·m / 15 ft-lb,capacity: 100 N·m / 74 ft-lb,,,capacity: 8.0 N·m / 5.9 ft-lb,capacity: 6.0 N·m / 4.4 ft-lb,,Subaru Service Manual,,medium
1998,Subaru,Forester,S (US),,USDM,with crush washer: 44 N·m / 32 ft-lb,capacity: 14 N·m / 10 ft-lb,,,with crush washer: 25 N·m / 18 ft-lb,steel pan: 5.0 N·m / 3.7 ft-lb,,,with crush washer: 44 N·m / 32 ft-lb,with crush washer: 44 N·m / 32 ft-lb,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,,,capacity: 21 N·m / 15 ft-lb,capacity: 100 N·m / 74 ft-lb,,,capacity: 8.0 N·m / 5.9 ft-lb,capacity: 6.0 N·m / 4.4 ft-lb,,Subaru Service Manual,,medium
1998,Subaru,Forester,S/tb (JDM),SUV,JDM,with crush washer: 44 N·m / 32 ft-lb,capacity: 14 N·m / 10 ft-lb,,,with crush washer: 25 N·m / 18 ft-lb,steel pan: 5.0 N·m / 3.7 ft-lb,,,with crush washer: 44 N·m / 32 ft-lb,with crush washer: 44 N·m / 32 ft-lb,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,,,capacity: 21 N·m / 15 ft-lb,capacity: 100 N·m / 74 ft-lb,,,capacity: 8.0 N·m / 5.9 ft-lb,capacity: 6.0 N·m / 4.4 ft-lb,,Subaru Service Manual,,medium
1998,Subaru,Forester,S/tb Type A (JDM),SUV,JDM,with crush washer: 44 N·m / 32 ft-lb,capacity: 14 N·m / 10 ft-lb,,,with crush washer: 25 N·m / 18 ft-lb,steel pan: 5.0 N·m / 3.7 ft-lb,,,with crush washer: 44 N·m / 32 ft-lb,with crush washer: 44 N·m / 32 ft-lb,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,,,capacity: 21 N·m / 15 ft-lb,capacity: 100 N·m / 74 ft-lb,,,capacity: 8.0 N·m / 5.9 ft-lb,capacity: 6.0 N·m / 4.4 ft-lb,,Subaru Service Manual,,medium
1998,Subaru,Impreza,1.5i (JDM),Sedan,JDM,with crush washer: 44 N·m / 32 ft-lb,capacity: 14 N·m / 10 ft-lb,,,with crush washer: 25 N·m / 18 ft-lb,steel pan: 5.0 N·m / 3.7 ft-lb,,,with crush washer: 44 N·m / 32 ft-lb,with crush washer: 44 N·m / 32 ft-lb,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,,,capacity: 21 N·m / 15 ft-lb,capacity: 100 N·m / 74 ft-lb,,,capacity: 8.0 N·m / 5.9 ft-lb,capacity: 6.0 N·m / 4.4 ft-lb,,Subaru Service Manual,,medium
1998,Subaru,Impreza,1.6i (JDM),Sedan,JDM,with crush washer: 44 N·m / 32 ft-lb,capacity: 14 N·m / 10 ft-lb,,,with crush washer: 25 N·m / 18 ft-lb,steel pan: 5.0 N·m / 3.7 ft-lb,,,with crush washer: 44 N·m / 32 ft-lb,with crush washer: 44 N·m / 32 ft-lb,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,,,capacity: 21 N·m / 15 ft-lb,capacity: 100 N·m / 74 ft-lb,,,capacity: 8.0 N·m / 5.9 ft-lb,capacity: 6.0 N·m / 4.4 ft-lb,,Subaru Service Manual,,medium
1998,Subaru,Impreza,1.8i (JDM),Sedan,JDM,with crush washer: 44 N·m / 32 ft-lb,capacity: 14 N·m / 10 ft-lb,,,with crush washer: 25 N·m / 18 ft-lb,steel pan: 5.0 N·m / 3.7 ft-lb,,,with crush washer: 44 N·m / 32 ft-lb,with crush washer: 44 N·m / 32 ft-lb,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,,,capacity: 21 N·m / 15 ft-lb,capacity: 100 N·m / 74 ft-lb,,,capacity: 8.0 N·m / 5.9 ft-lb,capacity: 6.0 N·m / 4.4 ft-lb,,Subaru Service Manual,,medium
1998,Subaru,Impreza,2.0i (JDM),Sedan,JDM,with crush washer: 44 N·m / 32 ft-lb,capacity: 14 N·m / 10 ft-lb,,,with crush washer: 25 N·m / 18 ft-lb,steel pan: 5.0 N·m / 3.7 ft-lb,,,with crush washer: 44 N·m / 32 ft-lb,with crush washer: 44 N·m / 32 ft-lb,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,,,capacity: 21 N·m / 15 ft-lb,capacity: 100 N·m / 74 ft-lb,,,capacity: 8.0 N·m / 5.9 ft-lb,capacity: 6.0 N·m / 4.4 ft-lb,,Subaru Service Manual,,medium
1998,Subaru,Impreza,2.5 RS (US),,USDM,with crush washer: 44 N·m / 32 ft-lb,capacity: 14 N·m / 10 ft-lb,,,with crush washer: 25 N·m / 18 ft-lb,steel pan: 5.0 N·m / 3.7 ft-lb,,,with crush washer: 44 N·m / 32 ft-lb,with crush washer: 44 N·m / 32 ft-lb,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,,,capacity: 21 N·m / 15 ft-lb,capacity: 100 N·m / 74 ft-lb,,,capacity: 8.0 N·m / 5.9 ft-lb,capacity: 6.0 N·m / 4.4 ft-lb,,Subaru Service Manual,,medium
1998,Subaru,Impreza,22B STI (JDM),Coupe,JDM,with crush washer: 44 N·m / 32 ft-lb,capacity: 14 N·m / 10 ft-lb,with crush washer: 44 N·m / 32 ft-lb,with crush washer: 44 N·m / 32 ft-lb,,,,,,,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,,,capacity: 21 N·m / 15 ft-lb,capacity: 120 N·m / 89 ft-lb,,,capacity: 8.0 N·m / 5.9 ft-lb,capacity: 6.0 N·m / 4.4 ft-lb,; Front diff shared sump (MT),Subaru Service Manual,,medium
1998,Subaru,Impreza,L (US),,USDM,with crush washer: 44 N·m / 32 ft-lb,capacity: 14 N·m / 10 ft-lb,,,with crush washer: 25 N·m / 18 ft-lb,steel pan: 5.0 N·m / 3.7 ft-lb,,,with crush washer: 44 N·m / 32 ft-lb,with crush washer: 44 N·m / 32 ft-lb,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,,,capacity: 21 N·m / 15 ft-lb,capacity: 100 N·m / 74 ft-lb,,,capacity: 8.0 N·m / 5.9 ft-lb,capacity: 6.0 N·m / 4.4 ft-lb,,Subaru Service Manual,,medium
1998,Subaru,Impreza,STI 22B (JDM),,JDM,with crush washer: 44 N·m / 32 ft-lb,capacity: 14 N·m / 10 ft-lb,with crush washer: 44 N·m / 32 ft-lb,with crush washer: 44 N·m / 32 ft-lb,,,,,,,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,,,capacity: 21 N·m / 15 ft-lb,capacity: 120 N·m / 89 ft-lb,,,capacity: 8.0 N·m / 5.9 ft-lb,capacity: 6.0 N·m / 4.4 ft-lb,; Front diff shared sump (MT),Subaru Service Manual,,medium
1998,Subaru,Impreza,STI Version V (JDM),Sedan,JDM,with crush washer: 44 N·m / 32 ft-lb,capacity: 14 N·m / 10 ft-lb,with crush washer: 44 N·m / 32 ft-lb,with crush washer: 44 N·m / 32 ft-lb,,,,,,,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,,,capacity: 21 N·m / 15 ft-lb,capacity: 120 N·m / 89 ft-lb,,,capacity: 8.0 N·m / 5.9 ft-lb,capacity: 6.0 N·m / 4.4 ft-lb,; Front diff shared sump (MT),Subaru Service Manual,,medium
1998,Subaru,Impreza,STI Version V Wagon (JDM),Wagon,JDM,with crush washer: 44 N·m / 32 ft-lb,capacity: 14 N·m / 10 ft-lb,with crush washer: 44 N·m / 32 ft-lb,with crush washer: 44 N·m / 32 ft-lb,,,,,,,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,,,capacity: 21 N·m / 15 ft-lb,capacity: 120 N·m / 89 ft-lb,,,capacity: 8.0 N·m / 5.9 ft-lb,capacity: 6.0 N·m / 4.4 ft-lb,; Front diff shared sump (MT),Subaru Service Manual,,medium
1998,Subaru,Impreza,Sports Wagon (JDM),Wagon,JDM,with crush washer: 44 N·m / 32 ft-lb,capacity: 14 N·m / 10 ft-lb,,,with crush washer: 25 N·m / 18 ft-lb,steel pan: 5.0 N·m / 3.7 ft-lb,,,with crush washer: 44 N·m / 32 ft-lb,with crush washer: 44 N·m / 32 ft-lb,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,,,capacity: 21 N·m / 15 ft-lb,capacity: 100 N·m / 74 ft-lb,,,capacity: 8.0 N·m / 5.9 ft-lb,capacity: 6.0 N·m / 4.4 ft-lb,,Subaru Service Manual,,medium
1998,Subaru,Impreza,WRX (JDM),Sedan,JDM,with crush washer: 44 N·m / 32 ft-lb,capacity: 14 N·m / 10 ft-lb,with crush washer: 44 N·m / 32 ft-lb,with crush washer: 44 N·m / 32 ft-lb,,,,,,,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,,,capacity: 21 N·m / 15 ft-lb,capacity: 120 N·m / 89 ft-lb,,,capacity: 8.0 N·m / 5.9 ft-lb,capacity: 6.0 N·m / 4.4 ft-lb,; Front diff shared sump (MT),Subaru Service Manual,,medium
1998,Subaru,Impreza,WRX Type R (JDM),Coupe,JDM,with crush washer: 44 N·m / 32 ft-lb,capacity: 14 N·m / 10 ft-lb,with crush washer: 44 N·m / 32 ft-lb,with crush washer: 44 N·m / 32 ft-lb,,,,,,,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,,,capacity: 21 N·m / 15 ft-lb,capacity: 120 N·m / 89 ft-lb,,,capacity: 8.0 N·m / 5.9 ft-lb,capacity: 6.0 N·m / 4.4 ft-lb,; Front diff shared sump (MT),Subaru Service Manual,,medium
1998,Subaru,Impreza,WRX Type RA (JDM),Sedan,JDM,with crush washer: 44 N·m / 32 ft-lb,capacity: 14 N·m / 10 ft-lb,with crush washer: 44 N·m / 32 ft-lb,with crush washer: 44 N·m / 32 ft-lb,,,,,,,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,,,capacity: 21 N·m / 15 ft-lb,capacity: 120 N·m / 89 ft-lb,,,capacity: 8.0 N·m / 5.9 ft-lb,capacity: 6.0 N·m / 4.4 ft-lb,; Front diff shared sump (MT),Subaru Service Manual,,medium
1998,Subaru,Impreza,WRX Wagon (JDM),Wagon,JDM,with crush washer: 44 N·m / 32 ft-lb,capacity: 14 N·m / 10 ft-lb,with crush washer: 44 N·m / 32 ft-lb,with crush washer: 44 N·m / 32 ft-lb,,,,,,,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,,,capacity: 21 N·m / 15 ft-lb,capacity: 120 N·m / 89 ft-lb,,,capacity: 8.0 N·m / 5.9 ft-lb,capacity: 6.0 N·m / 4.4 ft-lb,; Front diff shared sump (MT),Subaru Service Manual,,medium
1998,Subaru,Impreza,WRX/STI V5 (JDM),,JDM,with crush washer: 44 N·m / 32 ft-lb,capacity: 14 N·m / 10 ft-lb,with crush washer: 44 N·m / 32 ft-lb,with crush washer: 44 N·m / 32 ft-lb,,,,,,,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,,,capacity: 21 N·m / 15 ft-lb,capacity: 120 N·m / 89 ft-lb,,,capacity: 8.0 N·m / 5.9 ft-lb,capacity: 6.0 N·m / 4.4 ft-lb,; Front diff shared sump (MT),Subaru Service Manual,,medium
