year,make,model,trim,body,market,engine_oil_qty,engine_oil_unit,engine_coolant_qty,engine_coolant_unit,brake_fluid_qty,brake_fluid_unit,washer_fluid_qty,washer_fluid_unit,power_steering_fluid_qty,power_steering_fluid_unit,clutch_hydraulic_fluid_qty,clutch_hydraulic_fluid_unit,manual_trans_fluid_qty,manual_trans_fluid_unit,automatic_trans_fluid_qty,automatic_trans_fluid_unit,cvt_fluid_qty,cvt_fluid_unit,front_diff_fluid_qty,front_diff_fluid_unit,rear_diff_fluid_qty,rear_diff_fluid_unit,center_diff_or_transfer_fluid_qty,center_diff_or_transfer_fluid_unit,ac_refrigerant_qty,ac_refrigerant_unit,ac_compressor_oil_qty,ac_compressor_oil_unit,notes,source_1,source_2,confidence
1995,Subaru,Impreza,1.8i (JDM),,JDM,w/ filter: 4.2 qt / 4.0 L,5W-30 (API SJ/SL),capacity: 6.3 qt / 6.0 L,Subaru coolant 50/50,,DOT 3 | DOT 4,,,capacity: 0.8 qt / 0.76 L,DEXRON III ATF,capacity: 0.2 qt / 0.19 L,DOT 3,capacity: 3.7 qt / 3.5 L,75W-90 GL-5,initial fill: 2.6 qt / 2.5 L | total: 9.4 qt / 8.9 L,DEXRON III,,,,,capacity: 0.8 qt / 0.76 L,75W-90 GL-5,,,,R-134a,,,front diff shared with manual trans; washer: fill to max,Subaru Impreza FSM,AMSOIL,high
1995,Subaru,Impreza,2.0i (JDM),,JDM,w/ filter: 4.5 qt / 4.3 L,5W-30 (API SL),capacity: 6.5 qt / 6.2 L,Subaru coolant 50/50,,DOT 3 | DOT 4,,,capacity: 0.8 qt / 0.76 L,DEXRON III ATF,capacity: 0.2 qt / 0.19 L,DOT 3 | DOT 4,capacity: 3.7 qt / 3.5 L,75W-90 GL-5,,,,,,,capacity: 0.8 qt / 0.76 L,75W-90 GL-5,,,,R-134a,,,front diff shared with manual trans; washer: fill to max,JDM Subaru FSM,AMSOIL,medium
1995,Subaru,Impreza,L (US),,USDM,w/ filter: 4.2 qt / 4.0 L,5W-30 (API SJ/SL),capacity: 6.5 qt / 6.2 L,Subaru coolant 50/50,,DOT 3 | DOT 4,,,capacity: 0.8 qt / 0.76 L,DEXRON III ATF,capacity: 0.2 qt / 0.19 L,DOT 3,capacity: 3.7 qt / 3.5 L,75W-90 GL-5,initial fill: 2.6 qt / 2.5 L | total: 9.4 qt / 8.9 L,DEXRON III,,,,,capacity: 0.8 qt / 0.76 L,75W-90 GL-5,,,,R-134a,,,front diff shared with manual trans; washer: fill to max,Subaru Legacy FSM,AMSOIL,high
1995,Subaru,Impreza,LX (US),,USDM,w/ filter: 4.2 qt / 4.0 L,5W-30 (API SJ/SL),capacity: 6.5 qt / 6.2 L,Subaru coolant 50/50,,DOT 3 | DOT 4,,,capacity: 0.8 qt / 0.76 L,DEXRON III ATF,capacity: 0.2 qt / 0.19 L,DOT 3,capacity: 3.7 qt / 3.5 L,75W-90 GL-5,initial fill: 2.6 qt / 2.5 L | total: 9.4 qt / 8.9 L,DEXRON III,,,,,capacity: 0.8 qt / 0.76 L,75W-90 GL-5,,,,R-134a,,,front diff shared with manual trans; washer: fill to max,Subaru Legacy FSM,AMSOIL,high
1995,Subaru,Impreza,Outback Sport (US),,USDM,w/ filter: 4.2 qt / 4.0 L,5W-30 (API SJ/SL),capacity: 6.5 qt / 6.2 L,Subaru coolant 50/50,,DOT 3 | DOT 4,,,capacity: 0.8 qt / 0.76 L,DEXRON III ATF,capacity: 0.2 qt / 0.19 L,DOT 3,capacity: 3.7 qt / 3.5 L,75W-90 GL-5,initial fill: 2.6 qt / 2.5 L | total: 9.4 qt / 8.9 L,DEXRON III,,,,,capacity: 0.8 qt / 0.76 L,75W-90 GL-5,,,,R-134a,,,front diff shared with manual trans; washer: fill to max,Subaru Legacy FSM,AMSOIL,high
1995,Subaru,Impreza,STI Version II (JDM),,JDM,w/ filter: 4.5 qt / 4.3 L,5W-30 Synthetic (API SL),capacity: 6.5 qt / 6.2 L,Subaru coolant 50/50,,DOT 3 | DOT 4,,,,,capacity: 0.2 qt / 0.19 L,DOT 3 | DOT 4,capacity: 3.7 qt / 3.5 L,75W-90 GL-5,,,,,,,capacity: 0.8 qt / 0.76 L,75W-90 GL-5,,,,R-134a,,,front diff shared; washer: fill to max,Subaru JDM WRX FSM,AMSOIL,high
1995,Subaru,Impreza,STI Version II Wagon (JDM),,JDM,w/ filter: 4.5 qt / 4.3 L,5W-30 Synthetic (API SL),capacity: 6.5 qt / 6.2 L,Subaru coolant 50/50,,DOT 3 | DOT 4,,,,,capacity: 0.2 qt / 0.19 L,DOT 3 | DOT 4,capacity: 3.7 qt / 3.5 L,75W-90 GL-5,,,,,,,capacity: 0.8 qt / 0.76 L,75W-90 GL-5,,,,R-134a,,,front diff shared; washer: fill to max,Subaru JDM WRX FSM,AMSOIL,high
1995,Subaru,Impreza,Sports Wagon (JDM),,JDM,w/ filter: 4.2 qt / 4.0 L,5W-30 (API SJ/SL),capacity: 6.3 qt / 6.0 L,Subaru coolant 50/50,,DOT 3 | DOT 4,,,capacity: 0.8 qt / 0.76 L,DEXRON III ATF,capacity: 0.2 qt / 0.19 L,DOT 3,capacity: 3.7 qt / 3.5 L,75W-90 GL-5,initial fill: 2.6 qt / 2.5 L | total: 9.4 qt / 8.9 L,DEXRON III,,,,,capacity: 0.8 qt / 0.76 L,75W-90 GL-5,,,,R-134a,,,front diff shared with manual trans; washer: fill to max,Subaru Impreza FSM,AMSOIL,high
1995,Subaru,Impreza,WRX (JDM),,JDM,w/ filter: 4.5 qt / 4.3 L,5W-30 Synthetic (API SL),capacity: 6.5 qt / 6.2 L,Subaru coolant 50/50,,DOT 3 | DOT 4,,,,,capacity: 0.2 qt / 0.19 L,DOT 3 | DOT 4,capacity: 3.7 qt / 3.5 L,75W-90 GL-5,,,,,,,capacity: 0.8 qt / 0.76 L,75W-90 GL-5,,,,R-134a,,,front diff shared; washer: fill to max,Subaru JDM WRX FSM,AMSOIL,high
1995,Subaru,Impreza,WRX Wagon (JDM),,JDM,w/ filter: 4.5 qt / 4.3 L,5W-30 Synthetic (API SL),capacity: 6.5 qt / 6.2 L,Subaru coolant 50/50,,DOT 3 | DOT 4,,,,,capacity: 0.2 qt / 0.19 L,DOT 3 | DOT 4,capacity: 3.7 qt / 3.5 L,75W-90 GL-5,,,,,,,capacity: 0.8 qt / 0.76 L,75W-90 GL-5,,,,R-134a,,,front diff shared; washer: fill to max,Subaru JDM WRX FSM,AMSOIL,high
1995,Subaru,Impreza,WRX/STI V2 (JDM),,JDM,w/ filter: 4.5 qt / 4.3 L,5W-30 (API SL),capacity: 6.5 qt / 6.2 L,Subaru coolant 50/50,,DOT 3 | DOT 4,,,capacity: 0.8 qt / 0.76 L,DEXRON III ATF,capacity: 0.2 qt / 0.19 L,DOT 3 | DOT 4,capacity: 3.7 qt / 3.5 L,75W-90 GL-5,,,,,,,capacity: 0.8 qt / 0.76 L,75W-90 GL-5,,,,R-134a,,,front diff shared with manual trans; washer: fill to max,JDM Subaru FSM,AMSOIL,medium
1995,Subaru,Legacy,GT (JDM),,JDM,w/ filter: 4.5 qt / 4.3 L,5W-30 (API SL),capacity: 6.5 qt / 6.2 L,Subaru coolant 50/50,,DOT 3 | DOT 4,,,capacity: 0.8 qt / 0.76 L,DEXRON III ATF,capacity: 0.2 qt / 0.19 L,DOT 3 | DOT 4,capacity: 3.7 qt / 3.5 L,75W-90 GL-5,,,,,,,capacity: 0.8 qt / 0.76 L,75W-90 GL-5,,,,R-134a,,,front diff shared with manual trans; washer: fill to max,JDM Subaru FSM,AMSOIL,medium
1995,Subaru,Legacy,GT-B (JDM),,JDM,w/ filter: 4.5 qt / 4.3 L,5W-30 (API SL),capacity: 6.5 qt / 6.2 L,Subaru coolant 50/50,,DOT 3 | DOT 4,,,capacity: 0.8 qt / 0.76 L,DEXRON III ATF,capacity: 0.2 qt / 0.19 L,DOT 3 | DOT 4,capacity: 3.7 qt / 3.5 L,75W-90 GL-5,,,,,,,capacity: 0.8 qt / 0.76 L,75W-90 GL-5,,,,R-134a,,,front diff shared with manual trans; washer: fill to max,JDM Subaru FSM,AMSOIL,medium
1995,Subaru,Legacy,L (US),,USDM,w/ filter: 4.2 qt / 4.0 L,5W-30 (API SJ/SL),capacity: 6.5 qt / 6.2 L,Subaru coolant 50/50,,DOT 3 | DOT 4,,,capacity: 0.8 qt / 0.76 L,DEXRON III ATF,capacity: 0.2 qt / 0.19 L,DOT 3,capacity: 3.7 qt / 3.5 L,75W-90 GL-5,initial fill: 2.6 qt / 2.5 L | total: 9.4 qt / 8.9 L,DEXRON III,,,,,capacity: 0.8 qt / 0.76 L,75W-90 GL-5,,,,R-134a,,,front diff shared with manual trans; washer: fill to max,Subaru Legacy FSM,AMSOIL,high
1995,Subaru,Legacy,LS (US),,USDM,w/ filter: 4.2 qt / 4.0 L,5W-30 (API SJ/SL),capacity: 6.5 qt / 6.2 L,Subaru coolant 50/50,,DOT 3 | DOT 4,,,capacity: 0.8 qt / 0.76 L,DEXRON III ATF,capacity: 0.2 qt / 0.19 L,DOT 3,capacity: 3.7 qt / 3.5 L,75W-90 GL-5,initial fill: 2.6 qt / 2.5 L | total: 9.4 qt / 8.9 L,DEXRON III,,,,,capacity: 0.8 qt / 0.76 L,75W-90 GL-5,,,,R-134a,,,front diff shared with manual trans; washer: fill to max,Subaru Legacy FSM,AMSOIL,high
1995,Subaru,Legacy,Outback (US),,USDM,w/ filter: 4.2 qt / 4.0 L,5W-30 (API SJ/SL),capacity: 6.5 qt / 6.2 L,Subaru coolant 50/50,,DOT 3 | DOT 4,,,capacity: 0.8 qt / 0.76 L,DEXRON III ATF,capacity: 0.2 qt / 0.19 L,DOT 3,capacity: 3.7 qt / 3.5 L,75W-90 GL-5,initial fill: 2.6 qt / 2.5 L | total: 9.4 qt / 8.9 L,DEXRON III,,,,,capacity: 0.8 qt / 0.76 L,75W-90 GL-5,,,,R-134a,,,front diff shared with manual trans; washer: fill to max,Subaru Legacy FSM,AMSOIL,high
1995,Subaru,Legacy,TS (JDM),,JDM,w/ filter: 4.5 qt / 4.3 L,5W-30 (API SL),capacity: 6.5 qt / 6.2 L,Subaru coolant 50/50,,DOT 3 | DOT 4,,,capacity: 0.8 qt / 0.76 L,DEXRON III ATF,capacity: 0.2 qt / 0.19 L,DOT 3 | DOT 4,capacity: 3.7 qt / 3.5 L,75W-90 GL-5,,,,,,,capacity: 0.8 qt / 0.76 L,75W-90 GL-5,,,,R-134a,,,front diff shared with manual trans; washer: fill to max,JDM Subaru FSM,AMSOIL,medium
1995,Subaru,Legacy,TS-R (JDM),,JDM,w/ filter: 4.5 qt / 4.3 L,5W-30 (API SL),capacity: 6.5 qt / 6.2 L,Subaru coolant 50/50,,DOT 3 | DOT 4,,,capacity: 0.8 qt / 0.76 L,DEXRON III ATF,capacity: 0.2 qt / 0.19 L,DOT 3 | DOT 4,capacity: 3.7 qt / 3.5 L,75W-90 GL-5,,,,,,,capacity: 0.8 qt / 0.76 L,75W-90 GL-5,,,,R-134a,,,front diff shared with manual trans; washer: fill to max,JDM Subaru FSM,AMSOIL,medium
1995,Subaru,Legacy Lancaster,6 (JDM),,JDM,w/ filter: 6.3 qt / 6.0 L,5W-30 (API SL/SM),capacity: 7.6 qt / 7.2 L,Subaru Super Coolant,,DOT 3 | DOT 4,,,capacity: 0.9 qt / 0.85 L,DEXRON III ATF,,,,,drain & fill: 4.0 qt / 3.8 L | total: 6.8 qt / 6.4 L,Subaru ATF | DEXRON III,,,capacity: 1.4 qt / 1.3 L,75W-90 GL-5,capacity: 0.8 qt / 0.76 L,75W-90 GL-5,,,,R-134a,,,separate from AT; washer: fill to max,Subaru Outback H6 FSM,AMSOIL,high
1995,Subaru,Legacy Lancaster,S (JDM),,JDM,w/ filter: 4.4 qt / 4.2 L,5W-30 (API SM/SN),capacity: 6.8 qt / 6.4 L,Subaru Super Coolant,,DOT 3 | DOT 4,,,capacity: 0.8 qt / 0.76 L,DEXRON III ATF,capacity: 0.2 qt / 0.19 L,DOT 4,capacity: 3.7 qt / 3.5 L,Subaru Extra-S 75W-90,,,drain & fill: 4.0 qt / 3.8 L | total: 12.0 qt / 11.4 L,Subaru CVT Fluid,,,capacity: 0.8 qt / 0.76 L,Subaru Gear Oil 75W-90,,,,R-134a,,,front diff shared with manual trans; washer: fill to max,Subaru Owner Manual,AMSOIL,medium
1995,Subaru,SVX,LSi (US),,USDM,w/ filter: 6.3 qt / 6.0 L,5W-30 (API SJ),capacity: 8.2 qt / 7.8 L,Subaru coolant 50/50,,DOT 3 | DOT 4,,,capacity: 0.9 qt / 0.85 L,DEXRON III ATF,,,,,initial fill: 2.6 qt / 2.5 L | total: 10.0 qt / 9.5 L,DEXRON III,,,capacity: 1.3 qt / 1.2 L,75W-90 GL-5,capacity: 0.8 qt / 0.76 L,75W-90 GL-5,,,,R-134a,,,separate from AT; washer: fill to max,Subaru SVX FSM,seccs.org,high
1995,Subaru,Sambar,Dias (JDM),,JDM,w/ filter: 2.7 qt / 2.6 L,5W-30 (API SN),capacity: 4.2 qt / 4.0 L,Subaru coolant 50/50,,DOT 3 | DOT 4,,,,,,,capacity: 2.1 qt / 2.0 L,75W-90 GL-4,,,drain & fill: 2.5 qt / 2.4 L,Subaru CVT Fluid,,,capacity: 0.6 qt / 0.57 L,75W-90 GL-5,,,,R-134a,,,front diff shared; rear diff: 4WD only; washer: fill to max,Subaru Kei FSM,JDM specs,medium
1995,Subaru,Sambar,Dias SC (JDM),,JDM,w/ filter: 2.7 qt / 2.6 L,5W-30 (API SN),capacity: 4.2 qt / 4.0 L,Subaru coolant 50/50,,DOT 3 | DOT 4,,,,,,,capacity: 2.1 qt / 2.0 L,75W-90 GL-4,,,drain & fill: 2.5 qt / 2.4 L,Subaru CVT Fluid,,,capacity: 0.6 qt / 0.57 L,75W-90 GL-5,,,,R-134a,,,front diff shared; rear diff: 4WD only; washer: fill to max,Subaru Kei FSM,JDM specs,medium
1995,Subaru,Sambar,Truck (JDM),,JDM,w/ filter: 2.7 qt / 2.6 L,5W-30 (API SN),capacity: 4.2 qt / 4.0 L,Subaru coolant 50/50,,DOT 3 | DOT 4,,,,,,,capacity: 2.1 qt / 2.0 L,75W-90 GL-4,,,drain & fill: 2.5 qt / 2.4 L,Subaru CVT Fluid,,,capacity: 0.6 qt / 0.57 L,75W-90 GL-5,,,,R-134a,,,front diff shared; rear diff: 4WD only; washer: fill to max,Subaru Kei FSM,JDM specs,medium
1995,Subaru,Sambar,Truck 4WD (JDM),,JDM,w/ filter: 2.7 qt / 2.6 L,5W-30 (API SN),capacity: 4.2 qt / 4.0 L,Subaru coolant 50/50,,DOT 3 | DOT 4,,,,,,,capacity: 2.1 qt / 2.0 L,75W-90 GL-4,,,drain & fill: 2.5 qt / 2.4 L,Subaru CVT Fluid,,,capacity: 0.6 qt / 0.57 L,75W-90 GL-5,,,,R-134a,,,front diff shared; rear diff: 4WD only; washer: fill to max,Subaru Kei FSM,JDM specs,medium
1995,Subaru,Sambar,Van (JDM),,JDM,w/ filter: 2.7 qt / 2.6 L,5W-30 (API SN),capacity: 4.2 qt / 4.0 L,Subaru coolant 50/50,,DOT 3 | DOT 4,,,,,,,capacity: 2.1 qt / 2.0 L,75W-90 GL-4,,,drain & fill: 2.5 qt / 2.4 L,Subaru CVT Fluid,,,capacity: 0.6 qt / 0.57 L,75W-90 GL-5,,,,R-134a,,,front diff shared; rear diff: 4WD only; washer: fill to max,Subaru Kei FSM,JDM specs,medium
1995,Subaru,Sambar,Van 4WD (JDM),,JDM,w/ filter: 2.7 qt / 2.6 L,5W-30 (API SN),capacity: 4.2 qt / 4.0 L,Subaru coolant 50/50,,DOT 3 | DOT 4,,,,,,,capacity: 2.1 qt / 2.0 L,75W-90 GL-4,,,drain & fill: 2.5 qt / 2.4 L,Subaru CVT Fluid,,,capacity: 0.6 qt / 0.57 L,75W-90 GL-5,,,,R-134a,,,front diff shared; rear diff: 4WD only; washer: fill to max,Subaru Kei FSM,JDM specs,medium
1995,Subaru,Sambar,Van SC (JDM),,JDM,w/ filter: 2.7 qt / 2.6 L,5W-30 (API SN),capacity: 4.2 qt / 4.0 L,Subaru coolant 50/50,,DOT 3 | DOT 4,,,,,,,capacity: 2.1 qt / 2.0 L,75W-90 GL-4,,,drain & fill: 2.5 qt / 2.4 L,Subaru CVT Fluid,,,capacity: 0.6 qt / 0.57 L,75W-90 GL-5,,,,R-134a,,,front diff shared; rear diff: 4WD only; washer: fill to max,Subaru Kei FSM,JDM specs,medium
1995,Subaru,Vivio,Bistro (JDM),,JDM,w/ filter: 2.7 qt / 2.6 L,5W-30 (API SN),capacity: 4.2 qt / 4.0 L,Subaru coolant 50/50,,DOT 3 | DOT 4,,,,,,,capacity: 2.1 qt / 2.0 L,75W-90 GL-4,,,drain & fill: 2.5 qt / 2.4 L,Subaru CVT Fluid,,,capacity: 0.6 qt / 0.57 L,75W-90 GL-5,,,,R-134a,,,front diff shared; rear diff: 4WD only; washer: fill to max,Subaru Kei FSM,JDM specs,medium
1995,Subaru,Vivio,GX-R (JDM),,JDM,w/ filter: 2.7 qt / 2.6 L,5W-30 (API SN),capacity: 4.2 qt / 4.0 L,Subaru coolant 50/50,,DOT 3 | DOT 4,,,,,,,capacity: 2.1 qt / 2.0 L,75W-90 GL-4,,,drain & fill: 2.5 qt / 2.4 L,Subaru CVT Fluid,,,capacity: 0.6 qt / 0.57 L,75W-90 GL-5,,,,R-134a,,,front diff shared; rear diff: 4WD only; washer: fill to max,Subaru Kei FSM,JDM specs,medium
1995,Subaru,Vivio,RX-R (JDM),,JDM,w/ filter: 2.7 qt / 2.6 L,5W-30 (API SN),capacity: 4.2 qt / 4.0 L,Subaru coolant 50/50,,DOT 3 | DOT 4,,,,,,,capacity: 2.1 qt / 2.0 L,75W-90 GL-4,,,drain & fill: 2.5 qt / 2.4 L,Subaru CVT Fluid,,,capacity: 0.6 qt / 0.57 L,75W-90 GL-5,,,,R-134a,,,front diff shared; rear diff: 4WD only; washer: fill to max,Subaru Kei FSM,JDM specs,medium
1995,Subaru,Vivio,RX-RA (JDM),,JDM,w/ filter: 2.7 qt / 2.6 L,5W-30 (API SN),capacity: 4.2 qt / 4.0 L,Subaru coolant 50/50,,DOT 3 | DOT 4,,,,,,,capacity: 2.1 qt / 2.0 L,75W-90 GL-4,,,drain & fill: 2.5 qt / 2.4 L,Subaru CVT Fluid,,,capacity: 0.6 qt / 0.57 L,75W-90 GL-5,,,,R-134a,,,front diff shared; rear diff: 4WD only; washer: fill to max,Subaru Kei FSM,JDM specs,medium
1995,Subaru,Vivio,T-Top (JDM),,JDM,w/ filter: 2.7 qt / 2.6 L,5W-30 (API SN),capacity: 4.2 qt / 4.0 L,Subaru coolant 50/50,,DOT 3 | DOT 4,,,,,,,capacity: 2.1 qt / 2.0 L,75W-90 GL-4,,,drain & fill: 2.5 qt / 2.4 L,Subaru CVT Fluid,,,capacity: 0.6 qt / 0.57 L,75W-90 GL-5,,,,R-134a,,,front diff shared; rear diff: 4WD only; washer: fill to max,Subaru Kei FSM,JDM specs,medium
1995,Subaru,Vivio,ef (JDM),,JDM,w/ filter: 2.7 qt / 2.6 L,5W-30 (API SN),capacity: 4.2 qt / 4.0 L,Subaru coolant 50/50,,DOT 3 | DOT 4,,,,,,,capacity: 2.1 qt / 2.0 L,75W-90 GL-4,,,drain & fill: 2.5 qt / 2.4 L,Subaru CVT Fluid,,,capacity: 0.6 qt / 0.57 L,75W-90 GL-5,,,,R-134a,,,front diff shared; rear diff: 4WD only; washer: fill to max,Subaru Kei FSM,JDM specs,medium
1995,Subaru,Vivio,ef 4WD (JDM),,JDM,w/ filter: 2.7 qt / 2.6 L,5W-30 (API SN),capacity: 4.2 qt / 4.0 L,Subaru coolant 50/50,,DOT 3 | DOT 4,,,,,,,capacity: 2.1 qt / 2.0 L,75W-90 GL-4,,,drain & fill: 2.5 qt / 2.4 L,Subaru CVT Fluid,,,capacity: 0.6 qt / 0.57 L,75W-90 GL-5,,,,R-134a,,,front diff shared; rear diff: 4WD only; washer: fill to max,Subaru Kei FSM,JDM specs,medium
1996,Subaru,Alcyone SVX,S3 (JDM),,JDM,w/ filter: 6.3 qt / 6.0 L,5W-30 (API SJ),capacity: 8.2 qt / 7.8 L,Subaru coolant 50/50,,DOT 3 | DOT 4,,,capacity: 0.9 qt / 0.85 L,DEXRON III ATF,,,,,initial fill: 2.6 qt / 2.5 L | total: 10.0 qt / 9.5 L,DEXRON III,,,capacity: 1.3 qt / 1.2 L,75W-90 GL-5,capacity: 0.8 qt / 0.76 L,75W-90 GL-5,,,,R-134a,,,separate from AT; washer: fill to max,Subaru SVX FSM,seccs.org,high
1996,Subaru,Alcyone SVX,S4 (JDM),,JDM,w/ filter: 6.3 qt / 6.0 L,5W-30 (API SJ),capacity: 8.2 qt / 7.8 L,Subaru coolant 50/50,,DOT 3 | DOT 4,,,capacity: 0.9 qt / 0.85 L,DEXRON III ATF,,,,,initial fill: 2.6 qt / 2.5 L | total: 10.0 qt / 9.5 L,DEXRON III,,,capacity: 1.3 qt / 1.2 L,75W-90 GL-5,capacity: 0.8 qt / 0.76 L,75W-90 GL-5,,,,R-134a,,,separate from AT; washer: fill to max,Subaru SVX FSM,seccs.org,high
1996,Subaru,Alcyone SVX,Version L (JDM),,JDM,w/ filter: 6.3 qt / 6.0 L,5W-30 (API SJ),capacity: 8.2 qt / 7.8 L,Subaru coolant 50/50,,DOT 3 | DOT 4,,,capacity: 0.9 qt / 0.85 L,DEXRON III ATF,,,,,initial fill: 2.6 qt / 2.5 L | total: 10.0 qt / 9.5 L,DEXRON III,,,capacity: 1.3 qt / 1.2 L,75W-90 GL-5,capacity: 0.8 qt / 0.76 L,75W-90 GL-5,,,,R-134a,,,separate from AT; washer: fill to max,Subaru SVX FSM,seccs.org,high
1996,Subaru,Impreza,1.5i (JDM),,JDM,w/ filter: 3.8 qt / 3.6 L,5W-30 (API SJ),capacity: 5.6 qt / 5.3 L,Subaru coolant 50/50,,DOT 3 | DOT 4,,,,,,,capacity: 3.2 qt / 3.0 L,75W-90 GL-5,initial fill: 2.6 qt / 2.5 L | total: 9.0 qt / 8.5 L,DEXRON III,,,,,capacity: 0.8 qt / 0.76 L,75W-90 GL-5,,,,R-134a,,,front diff shared; washer: fill to max,Subaru JDM Impreza FSM,AMSOIL,medium
1996,Subaru,Impreza,1.6i (JDM),,JDM,w/ filter: 3.8 qt / 3.6 L,5W-30 (API SJ),capacity: 5.6 qt / 5.3 L,Subaru coolant 50/50,,DOT 3 | DOT 4,,,,,,,capacity: 3.2 qt / 3.0 L,75W-90 GL-5,initial fill: 2.6 qt / 2.5 L | total: 9.0 qt / 8.5 L,DEXRON III,,,,,capacity: 0.8 qt / 0.76 L,75W-90 GL-5,,,,R-134a,,,front diff shared; washer: fill to max,Subaru JDM Impreza FSM,AMSOIL,medium
1996,Subaru,Impreza,1.8i (JDM),,JDM,w/ filter: 4.2 qt / 4.0 L,5W-30 (API SJ/SL),capacity: 6.3 qt / 6.0 L,Subaru coolant 50/50,,DOT 3 | DOT 4,,,capacity: 0.8 qt / 0.76 L,DEXRON III ATF,capacity: 0.2 qt / 0.19 L,DOT 3,capacity: 3.7 qt / 3.5 L,75W-90 GL-5,initial fill: 2.6 qt / 2.5 L | total: 9.4 qt / 8.9 L,DEXRON III,,,,,capacity: 0.8 qt / 0.76 L,75W-90 GL-5,,,,R-134a,,,front diff shared with manual trans; washer: fill to max,Subaru Impreza FSM,AMSOIL,high
1996,Subaru,Impreza,2.0i (JDM),,JDM,w/ filter: 4.5 qt / 4.3 L,5W-30 (API SL),capacity: 6.5 qt / 6.2 L,Subaru coolant 50/50,,DOT 3 | DOT 4,,,capacity: 0.8 qt / 0.76 L,DEXRON III ATF,capacity: 0.2 qt / 0.19 L,DOT 3 | DOT 4,capacity: 3.7 qt / 3.5 L,75W-90 GL-5,,,,,,,capacity: 0.8 qt / 0.76 L,75W-90 GL-5,,,,R-134a,,,front diff shared with manual trans; washer: fill to max,JDM Subaru FSM,AMSOIL,medium
1996,Subaru,Impreza,Brighton (US),,USDM,w/ filter: 4.2 qt / 4.0 L,5W-30 (API SJ/SL),capacity: 6.3 qt / 6.0 L,Subaru coolant 50/50,,DOT 3 | DOT 4,,,capacity: 0.8 qt / 0.76 L,DEXRON III ATF,capacity: 0.2 qt / 0.19 L,DOT 3,capacity: 3.7 qt / 3.5 L,75W-90 GL-5,initial fill: 2.6 qt / 2.5 L | total: 9.4 qt / 8.9 L,DEXRON III,,,,,capacity: 0.8 qt / 0.76 L,75W-90 GL-5,,,,R-134a,,,front diff shared with manual trans; washer: fill to max,Subaru Impreza FSM,AMSOIL,high
1996,Subaru,Impreza,L/Brighton (US),,USDM,w/ filter: 4.2 qt / 4.0 L,5W-30 (API SJ/SL),capacity: 6.5 qt / 6.2 L,Subaru coolant 50/50,,DOT 3 | DOT 4,,,capacity: 0.8 qt / 0.76 L,DEXRON III ATF,capacity: 0.2 qt / 0.19 L,DOT 3,capacity: 3.7 qt / 3.5 L,75W-90 GL-5,initial fill: 2.6 qt / 2.5 L | total: 9.4 qt / 8.9 L,DEXRON III,,,,,capacity: 0.8 qt / 0.76 L,75W-90 GL-5,,,,R-134a,,,front diff shared with manual trans; washer: fill to max,Subaru Legacy FSM,AMSOIL,high
1996,Subaru,Impreza,Outback Sport (US),,USDM,w/ filter: 4.2 qt / 4.0 L,5W-30 (API SJ/SL),capacity: 6.5 qt / 6.2 L,Subaru coolant 50/50,,DOT 3 | DOT 4,,,capacity: 0.8 qt / 0.76 L,DEXRON III ATF,capacity: 0.2 qt / 0.19 L,DOT 3,capacity: 3.7 qt / 3.5 L,75W-90 GL-5,initial fill: 2.6 qt / 2.5 L | total: 9.4 qt / 8.9 L,DEXRON III,,,,,capacity: 0.8 qt / 0.76 L,75W-90 GL-5,,,,R-134a,,,front diff shared with manual trans; washer: fill to max,Subaru Legacy FSM,AMSOIL,high
1996,Subaru,Impreza,STI Version III (JDM),,JDM,w/ filter: 4.5 qt / 4.3 L,5W-30 Synthetic (API SL),capacity: 7.0 qt / 6.6 L,Subaru Super Coolant,,DOT 3 | DOT 4,,,,,capacity: 0.2 qt / 0.19 L,DOT 4,capacity: 3.8 qt / 3.6 L,75W-90 GL-5,,,,,,,capacity: 0.9 qt / 0.85 L,75W-90 GL-5,,,,R-134a,,,front diff shared; washer: fill to max,Subaru JDM STI FSM,AMSOIL,high
1996,Subaru,Impreza,STI Version III Wagon (JDM),,JDM,w/ filter: 4.5 qt / 4.3 L,5W-30 Synthetic (API SL),capacity: 7.0 qt / 6.6 L,Subaru Super Coolant,,DOT 3 | DOT 4,,,,,capacity: 0.2 qt / 0.19 L,DOT 4,capacity: 3.8 qt / 3.6 L,75W-90 GL-5,,,,,,,capacity: 0.9 qt / 0.85 L,75W-90 GL-5,,,,R-134a,,,front diff shared; washer: fill to max,Subaru JDM STI FSM,AMSOIL,high
1996,Subaru,Impreza,Sports Wagon (JDM),,JDM,w/ filter: 4.2 qt / 4.0 L,5W-30 (API SJ/SL),capacity: 6.3 qt / 6.0 L,Subaru coolant 50/50,,DOT 3 | DOT 4,,,capacity: 0.8 qt / 0.76 L,DEXRON III ATF,capacity: 0.2 qt / 0.19 L,DOT 3,capacity: 3.7 qt / 3.5 L,75W-90 GL-5,initial fill: 2.6 qt / 2.5 L | total: 9.4 qt / 8.9 L,DEXRON III,,,,,capacity: 0.8 qt / 0.76 L,75W-90 GL-5,,,,R-134a,,,front diff shared with manual trans; washer: fill to max,Subaru Impreza FSM,AMSOIL,high
